name,url,http_status,text,text_length
University of Texas at Austin,https://www.utexas.edu/about,200,"About An aerial shot of UT Austin's campus during the day with the skyline of the city visible behind. The UT tower is at the center of the image. About Texas The University of Texas at Austin, founded in 1883, ranks among the best universities in the world. With 76 programs ranked in the top 10, UT Austin is the #1 public university in Texas and the #7 public university in the nation. Like the state it calls home, The University of Texas at Austin is a bold, ambitious leader supporting some 55,000 students, 4,800 faculty, 15,000 staff and top national programs across 18 colleges and schools. As Texas’ leading research university, UT attracts more than $1.14 billion annually for discovery. Amid the backdrop of Austin, Texas, a city recognized for its creative and entrepreneurial spirit, the University provides a place to explore countless opportunities for tomorrow’s artists, scientists, athletes, doctors, entrepreneurs and engineers. Facts & Figures Get the facts about our student body, rankings, academics, research, athletics and campus. By the Numbers Top Public Schools, National Universities U.S. News & World Report, 2026 Traditions Why burnt orange and white? Why a longhorn steer? And where did the name “Bevo” really come from? Texas is rich in traditions that tell the story of our past, even as our eyes are always on the future. Longhorn Traditions Leadership Meet the executive team that is leading our University to new heights and lifting Texas by giving bright students from every part of society a top academic experience. UT's Leaders Office of the President Tower History The Tower exemplifies the bold spirit unique to The University of Texas at Austin. It has been the center of UT’s campus and an enduring symbol of the University since it opened almost a century ago. Explore the Tower's History Campus Destinations Spend just a minute on our campus and you'll quickly see how The University of Texas at Austin is an immense and beautiful world all its own. And with our dozens of museums, libraries, centers, institutes and special venues spread across the campus and the city, each with its own unique exhibits and programming, you'll never be bored. See What's on Campus Look Around Virtual Tour Experience Austin Imagine a city bursting with an entrepreneurial spirit, a commitment to personal freedom and a passion for unearthing new discoveries. Add a vibrant, internationally renowned music, film and art scene, along with a thriving economy that leads the way in the technology, engineering and health care industries. This is the city we're proud to call home. Austin Convention & Visitors Bureau Life in Austin Texas Global Longhorns gain a deeper appreciation of our human diversity and perspectives by engaging with peers and institutions around the world. Texas Global creates opportunities for global connectedness and welcomes a cadre of impressive international students and scholars to campus. Texas Global Texas K–12 Education Students have the chance to interact with the Forty Acres long before they set foot on campus as a freshman. We offer a range of opportunities, from providing high school and college-credit to participating in extracurricular academic and athletic competitions, for K-12 students across the state. UT Charter School UT Elementary School UT High School OnRamps UIL Texas Partnerships We’re stronger when we work together. That’s why Texas values partnerships in education, research and community service — with businesses, our military and veteran connections, community groups and other non-profits to make an even bigger impact on our city, state and world. UT Military and Veteran Connections Corporate Relations Mission & Values The mission of The University of Texas at Austin is to achieve excellence in the interrelated areas of undergraduate education, graduate education, research and public service. UT's Mission, Values & More > University Honor Code Honesty, integrity and respect — three words that embody the Longhorn spirit and help make UT one of the best universities in the world. UT's Honor Code >",4099
University of Southern California,https://www.usc.edu/about,200,"The University USC is a constellation of schools, centers and institutes where some of the brightest minds, working together in a dynamic and collaborative environment, are leading the way to the future of education and a healthier, more joyful and more sustainable Los Angeles and world. Leadership With a steadfast commitment to USC’s mission, Interim President Beong-Soo Kim leads the university in close partnership with its dedicated Board of Trustees, distinguished deans from 23 schools and academic units, and a dynamic senior administration—all working together to advance a bold vision for USC’s future. University Leadership Partnerships USC’s Good Neighbors Campaign is dedicated to transforming lives and communities for the better. For almost three decades, it has provided over $26 million in grants that foster collaboration between university staff, faculty and local nonprofits on projects with a lasting positive influence around both University Park and Health Sciences campuses. USC Good Neighbors Campaign Affordability The University of Southern California is making a long-term investment in the future, committing over $30 million of additional financial aid annually to ease rising costs and provide need-based financial assistance for students from all economic backgrounds. This generous commitment will ensure that deserving scholars won’t be left behind — no matter their financial situation — as they pursue their education at USC. USC’s Affordability Initiative 3,500 USC supports 3,500 children in college access programs and more than 600 children in preschool and early literacy programs annually. The USC McMorrow Neighborhood Academic Initiative enrolls close to 1,000 students every year. $773M Total amount of financial aid disbursed by USC from all sources for 2021-22 including work-study and loans. Between 2017 and 2022, university need-based grant funding increased at an annual growth rate of 11.6%. 24 Total number of faculty members that have been awarded a Nobel Prize, MacArthur “genius grants” or a National Medal. USC Facts and Stats History On October 6, 1880, the University of Southern California opened its doors to its first students. Fifty-three young men and women were enrolled in its two departments, the “academic” or preparatory department and the college department, later referred to as the College of Liberal Arts. Today, USC is home to more than 48,000 students and over 4,400 full-time faculty within its 23 schools and academic units, and is located in the heart of one of the biggest metropolises in the world. Our History University News More University News Social Impact USC Leonard Davis School marks 50 years at the forefront of gerontology Faculty, alumni and supporters share how the school of Gerontology has shaped the aging field — and continues to lead into the future. Dec 17, 2025 University Laura Abrams, prolific youth welfare researcher, named USC social work dean Abrams joins the USC Suzanne Dworak-Peck School of Social Work after spending more than 30 years documenting and improving the well-being of incarcerated youth and young adults. Dec 16, 2025 University First Semester in D.C.’s inaugural cohort reflects on unique beginning to their USC experience Fifty-seven freshmen spent the fall semester studying at the USC Capital Campus as part of a new program open to students in any major. Dec 16, 2025 Social Impact Year-old USC Rossier track develops educators who can fuel innovation and drive change The executive cohort of the Doctor of Education in Educational Leadership online program launched last year. Dec 16, 2025",3618
Habitat for Humanity,https://www.habitat.org/about,200,"This page is about our work in the North America region. Make North America your preferred site edition This page is about our work in the North America region. Make North America your preferred site edition About Habitat for Humanity Learn about our work, mission, history and leadership. Breadcrumb About Habitat for Humanity Habitat for Humanity is a global nonprofit housing organization working in local communities across all 50 states in the U.S. and in approximately 70 countries. Habitat’s vision is of a world where everyone has a decent place to live. Together, we build innovative housing solutions Every safe, affordable home sparks wider change, leading to better health, education and well-being, more economic growth and less poverty. Peace of mind and the ability to focus on what matters most – it all starts with a home. ​ ​ But we have so much more to do. One in three people on earth still don’t have a safe, affordable home. ​ ​ Get involved. Together, we build homes, community and hope. Impact By partnering with Habitat, families and communities transform their lives with the incredible effects of safe and affordable shelter, including improvements in health, safety, child development, economic opportunity and educational achievement. Learn more Our mission, vision and principles What is Habitat for Humanity and what do we believe in? Find out more about our mission, our vision, our principles and who we are. Learn more Habitat's history Founded in 1976 by Millard and Linda Fuller, Habitat for Humanity is a true world leader in addressing the issues of poor housing conditions. Learn more Frequently asked questions Get answers to some of our most frequently asked questions on what Habitat for Humanity does in the U.S. and around the world, and how you can join us. Learn more Newsroom Our newsroom has the latest press releases covering Habitat for Humanity’s volunteer events, partnerships and corporate news, along with our contact info for the media. Learn more Partners We are deeply grateful to the many partners who help Habitat for Humanity build decent and affordable housing in the United States and around the world. Learn more Habitat for Humanity leadership View a list of Habitat for Humanity’s board of directors and senior leadership staff. Learn more Annual reports and 990 forms Read our annual reports, 990 tax forms and consolidated financial statements to learn more about our work across the years. Learn more Habitat Learns You can learn more about housing issues around the world. In this learning portal, you will find online courses, articles and downloadable resources. Learn more Advocacy Habitat for Humanity does more than build. We also advocate to change policies and systems to improve access to adequate affordable housing. Learn more and how you can get involved. Read more Habitat for Humanity Careers Find volunteer, internship and employment opportunities at our U.S. headquarters and affiliates, as well as our international locations. Learn more Subscribe to our monthly newsletter Sign up for our monthly newsletter to get the latest news, DIY tips, volunteer opportunities and learn about other ways to get involved with Habitat. Donate monthly Passionate about our mission? Families who partner with us build their own homes alongside volunteers, pay an affordable mortgage and are grateful for your help. Donate",3392
HelpAge International,https://www.helpage.org/about-us/,200,"About us About us Share (opens in a new window) (opens in a new window) (opens in a new window) (opens in a new window) Copy In this section Show sidebar Values, vision and strategy Localisation Annual report Our board Executive leadership group Our ambassadors Our history Our finances Support us HelpAge International is a global non-profit organisation that works to improve the lives of older people around the world. We work through the HelpAge global network, an alliance of organisations committed to the wellbeing, dignity and voice of older people. The organisation was founded in 1983, and the global network has 199 global members in 98 countries. Our mission is to promote the rights and well-being of older people, and to help them live dignified and fulfilling lives. Through our work we address the challenges faced by older people, such as poverty, social isolation, and discrimination. We also advocate for policies and programmes that support the rights of older people, and provide support to local organisations and communities working with older people.",1074
Global Citizen,https://www.globalcitizen.org/en/about/,200,"Who We Are | Global Citizen × Thanks for signing up as a global citizen. In order to create your account we need you to provide your email address. You can check out our Privacy Policy to see how we safeguard and use the information you provide us with. If your Facebook account does not have an attached e-mail address, you'll need to add that before you can sign up. Rerequest with Facebook × This account has been deactivated. Please contact us at contact@globalcitizen.org if you would like to re-activate your account. Global Citizen About Us Our Issues Our Impact Governance Our Partners Campaigns Convening Awards Collaborations Events Take Action Rewards Download the App Partner With Us Shop Donate Download App About Us We envision a world free from extreme poverty. NOW. We are an advocacy platform dedicated to achieving the end of extreme poverty, powered by a community of millions of Global Citizens who believe in one world, one people - where everyone has an equal chance to thrive. This is our world and the actions of one can have a profound impact on many. That's why we rally around the critical issues of climate change, poverty, and inequality. This is our generation’s moment. It’s in our hands. What Are Global Citizens? At its core, being a Global Citizen means believing that extreme poverty can be eliminated, and that the resources to end it can be mobilized if enough people take action. It means learning about the systemic inequalities that fuel poverty — racial, ethnic, gender, sexual, and economic inequalities — and joining us in taking action to overcome these in a way that’s sustainable. Most importantly, it means realizing that when we use our voices together, we are powerful and we can ensure lasting change in the mission to defeat poverty and defend the planet. Global Citizens recognize the power of advocacy, of shining a light on overlooked issues to rally people worldwide and mobilize ongoing support from those that can drive real change — governments, the private sector, philanthropists, and everyday citizens. Learn More How Do We Create Change? The Global Citizen platform mobilizes millions of people and convenes across sectors — business, entertainment, policy, government, philanthropy — to drive tangible policy change and financial investments to defeat poverty and defend the planet. Our advocacy platform encompasses a broad range of impactful activities, such as: Campaigns: Global Citizen is a platform that millions of people around the world use to help achieve the end of extreme poverty. Convening Convening: We convene leaders across sectors to address the world's challenges through discussion and impactful action. Awards: We award and support world-changing advocates and social entrepreneurs to amplify and scale their work to end extreme poverty. Collaborations: We collaborate with world-leading artists, brands and organisations to create new ways to learn and take action to end extreme poverty. Events & Broadcasts: We leverage the power of bringing together leaders in pop culture and policy to drive progress towards our mission. Our History Originally founded as the Global Poverty Project in 2008 by Hugh Evans, Simon Moss, and Wei Soo, Global Citizen was co-founded as a platform with Michael Sheldrick and Ryan Gall in 2012. The organisation is now headquartered in New York, with offices in Canada, South Africa, Nigeria, Australia, Germany, and the United Kingdom, with a leadership team based around the world, ensuring we continue to deliver our misson. More About our Leadership Our Issues Defeat Poverty Over 700 million people in our world currently live in extreme poverty. With collective action, we can change this. Learn More Defend the Planet The world’s poorest people contribute the least but suffer the most from the climate crisis. Learn More Join the movement Support the mission Donate Now Learn More Find out more about our structure, governance and how you can get involved below: Our Structure Governance Our Senior Leadership Team Our Ambassadors Board of Directors Board Committees and Groups Global Citizen Anchor Team Get Involved Take Action Global Citizen NOW Awards Collaborations Events & Broadcasts Partner With Us Shop Jobs Enquiries Contact Us FAQs Press Policy Hub Research & Reports English (en) Deutsch (de) français (fr) Español (América Latina) (es) Português (Brasil) (pt) 日本語 (ja)",4404
CARE USA,https://www.care.org/about-us/,200,"Home About Us CARE works around the world to save lives, defeat poverty, and fight for people, especially women and girls. For 80 years, CARE has been there, every day and in times of crisis. We are a trusted partner in creating long-term solutions and a better life for women and families around the world. This is our commitment to ourselves, our partners, our staff, and the communities we live in and serve. No matter the challenge, we work alongside our neighbors to find solutions that are right for them. In times of conflict or disaster, we share the hardship and the recovery. CARE is always there, and for as long as we are needed, we always will be. Whenever it’s needed, whatever happens, no matter what. Donate now to support our work. Who We Are CARE is a global leader within a worldwide movement dedicated to ending poverty. Read More CARE’s History: A Timeline In 1945, as the world began to heal from World War II, an inspired group of Americans sought to alleviate suffering. Read More We focus on women and girls because we know that overcoming poverty requires equal rights and opportunities for all. Our Leadership Get to know us better and learn about our leadership. Check out the bios of our CEO, leadership team, and board. Read more CARE Ambassadors and Changemakers CARE works with high-profile, purpose-driven influencers who are deeply committed to advancing our mission and work. Read more Our Strategic Partners At CARE, we believe that dynamic partnerships are critical to solving complex global challenges. Read more Read our latest annual report As major challenges continue and hope seems hard to find–in Gaza, in Sudan, in Haiti–our CARE country offices have been responding to urgent humanitarian needs. Read the report Stay connected: First name* last name* EMAIL* Submit Text CARE to 227387 to stay connected. This site is protected by reCAPTCHA and the Google Privacy Policy and Terms of Service apply. Help CARE fight hunger. Every 13 seconds, a child dies from malnutrition. Give today to help fight food insecurity and poverty in countries in crisis. Give Now Back to Top CARE is a global leader within a worldwide movement dedicated to ending poverty. We are known everywhere for our unshakeable commitment to the dignity of people. 90% of all our expenses go to program services. Learn more Our Work How to Help Ways to Give News & Stories About Us Donate Careers Corporate Partnerships Annual Reports Accountability & Transparency Financial Responsibility Contact Us Text CARE to 227387 to stay connected. 90% of all our expenses go to program services. Learn more If you need assistance with your donation, please call us at 1-800-422-7385 or contact us through our supporter services online form . If you need to cancel your Partners for Change recurring donation, please see instructions here . CARE is a 501(c)(3) not-for-profit organization. Our EIN number is 13-1685039. © 2025 CARE. All rights reserved. Contact Us Privacy Policy Terms of Use Sitemap Text CARE to 227387 to stay connected.",3043
Concern Worldwide,https://www.concern.net/about,200,"Skip to main content Donate Contact us Latest news Schools Vacancies Our work About us How to help Knowledge Hub Donate Now Our work What we do Livelihoods Health and nutrition Education Emergencies Gender equality Climate and environment Where we work View all countries Schools and youth Concern Debates Primary Schools Secondary Schools Educational Resources Fundraising in Schools Global Activism 1Planet4All Project Us Events and campaigns Concern Connect Education Grants Scheme Campaigns Newsletter Sign-Up Latest news View all news Listen to our podcast About us Who we are Our values Our history Testimonials It's Our Concern How we raise money Institutional donors Partners Public donations Transparency and accountability Annual reports How money is spent Codes and policies Supply chains Governance How we are governed Our Board of Directors Members Our CEO How to help Donate now Baby Hunger Appeal TV Appeal Gaza Crisis Appeal Sudan Crisis Appeal Fundraise for Concern Start your own fundraiser Find a friend to sponsor Run the Dublin Marathon Concern Gifts Other ways to give Donate in memory Leave a gift in your Will Your donation and tax back Philanthropy & Major Gifts Corporate support Become a corporate supporter Partner with us Concern Humanitarian Fund Women of Concern Annual Awards Staff fundraising Payroll giving Make a corporate donation Volunteer in Ireland Knowledge Hub Knowledge Hub resources Knowledge Matters Magazine Global Hunger Index Evaluations Research Learning Papers Contact us Latest news Schools Vacancies Donate today Give your support where it's needed most Donate now What we do Livelihoods Health and nutrition Education Emergencies Gender equality Climate and environment Where we work View all countries Schools and youth Concern Debates Primary Schools Secondary Schools Educational Resources Fundraising in Schools Global Activism 1Planet4All Project Us Events and campaigns Concern Connect Education Grants Scheme Campaigns Newsletter Sign-Up Latest news View all news Listen to our podcast Read our 2024 annual report Concern's objectives, activities and achievements in 2024 can be found in our new annual report. Read the report Who we are Our values Our history Testimonials It's Our Concern How we raise money Institutional donors Partners Public donations Transparency and accountability Annual reports How money is spent Codes and policies Supply chains Governance How we are governed Our Board of Directors Members Our CEO Donate today Join us on our mission to end extreme poverty, whatever it takes. Donate now Donate now Baby Hunger Appeal TV Appeal Gaza Crisis Appeal Sudan Crisis Appeal Fundraise for Concern Start your own fundraiser Find a friend to sponsor Run the Dublin Marathon Concern Gifts Other ways to give Donate in memory Leave a gift in your Will Your donation and tax back Philanthropy & Major Gifts Corporate support Become a corporate supporter Partner with us Concern Humanitarian Fund Women of Concern Annual Awards Staff fundraising Payroll giving Make a corporate donation Volunteer in Ireland Knowledge Hub Evidence-based learning, evaluations, research, guidance, manuals, tools and programme updates. Knowledge Hub resources Knowledge Matters Magazine Global Hunger Index Evaluations Research Learning Papers Search Concern website Search Explore Baby Hunger Appeal Donate In Memory Gaza Appeal End The Wait Appeal Concern Gifts Job vacancies Contact us Tenders Home / About us About us With almost 4,500 staff of more than 50 nationalities, Concern operates in 25 of the world’s poorest countries, helping people to achieve major and long-lasting improvements in their lives. In this section Who we are Who we are We are an international humanitarian organisation that strives for a world free from poverty, fear and oppression. How we raise money How we raise money Our work is funded by a mix of institutional and partner funding, and public donations. Transparency and accountability Transparency and accountability We are committed to being transparent and accountable to our supporters as possible. Governance Governance We are committed to best practice in governance. Our impact in 2024 16.8 M people reached through our emergency response 5 M people reached through our health interventions 2.6 M people reached through our livelihoods programmes Read our annual report In 2022, Concern helped 36 million of the world's poorest and most vulnerable people Our accounts are prepared in accordance with the charity SORP standard of accountability and transparency. We have been awarded 'Triple Lock' membership from the Charities Institute Ireland, demonstrating our commitment to best practice in all aspects of good governance, transparency and fundraising. Read our annual report Share your concern Share News and publications Latest news Knowledge Hub Vacancies Jobs in Ireland International jobs Street and door fundraising Volunteering About us Annual reports How we spend your money How we are governed Get in touch Contact us Make a complaint Media room Terms and conditions Privacy statement Accessibility Cookie policy Manage my cookies Concern Worldwide, a company limited by guarantee, Registered Company Number: 39647, Registered Revenue Number: CHY 5745, Registered Charity Number: 20009090, Registered in Ireland, Registered address is 52–55 Lower Camden Street, Dublin 2. Eircode: D02 H425. Phone: +353 1 417 7700",5425
Food and Agriculture Organization of the United Nations,https://www.fao.org/about/en,200,"Overview | FAO | Food and Agriculture Organization of the United Nations Discover About FAO In action Media Main topics Resources Member countries Get involved English العربية 中文 Français Русский Español About FAO Loading... News Loading... Multimedia Loading... Main topics Loading... Statistics Loading... Members Loading... Publications Loading... FAO.org About FAO Overview Share Close About FAO About FAO The Food and Agriculture Organization (FAO) is a specialized agency of the United Nations that leads international efforts to defeat hunger. Our goal is to achieve food security for all and make sure that people have regular access to enough high-quality food to lead active, healthy lives. With 195 members - 194 countries and the European Union, FAO works in over 130 countries worldwide. Join us in creating a world without hunger and poverty. List of FAO Members See the full list Video What are agrifood systems? WeChat Follow us on FAO Organizational Chart Worldwide offices Regional Office for Africa Regional Office for Asia and the Pacific Regional Office for Europe and Central Asia Regional Office for Latin America and the Caribbean Regional Office for the Near East and North Africa Country Offices Jobs Contact us Terms and Conditions Data protection and privacy Scam Alert Report Misconduct Transparency and accountability © FAO 2026",1358
World Trade Organization,https://www.wto.org/english/thewto_e/whatis_e/wto_dg_stat_e.htm,200,"WTO | What is the WTO? - About the WTO  A statement by former Director-General Pascal Lamy home the wto what is the wto? overview Overview The World Trade Organization  the WTO  is the international organization whose primary purpose is to open trade for the benefit of all. See also: > About the WTO  Understanding the WTO > The WTO in Brief The WTO provides a forum for negotiating agreements aimed at reducing obstacles to international trade and ensuring a level playing field for all, thus contributing to economic growth and development. The WTO also provides a legal and institutional framework for the implementation and monitoring of these agreements, as well as for settling disputes arising from their interpretation and application. The current body of trade agreements comprising the WTO consists of 16 different multilateral agreements (to which all WTO members are parties) and two different plurilateral agreements (to which only some WTO members are parties). Over the past 60 years, the WTO, which was established in 1995, and its predecessor organization the GATT have helped to create a strong and prosperous international trading system, thereby contributing to unprecedented global economic growth. The WTO currently has members, of which 117 are developing countries or separate customs territories. WTO activities are supported by a Secretariat of some 700 staff, led by the WTO Director-General. The Secretariat is located in Geneva, Switzerland, and has an annual budget of approximately CHF 200 million. The three official languages of the WTO are English, French and Spanish. Decisions in the WTO are generally taken by consensus of the entire membership. The highest institutional body is the Ministerial Conference , which meets roughly every two years. A General Council conducts the organization's business in the intervals between Ministerial Conferences. Both of these bodies comprise all members. Specialised subsidiary bodies (Councils, Committees, Sub-committees), also comprising all members, administer and monitor the implementation by members of the various WTO agreements. More specifically, the WTO's main activities are:  negotiating the reduction or elimination of obstacles to trade (import tariffs, other barriers to trade) and agreeing on rules governing the conduct of international trade (e.g. antidumping, subsidies, product standards, etc.)  administering and monitoring the application of the WTO's agreed rules for trade in goods, trade in services, and trade-related intellectual property rights  monitoring and reviewing the trade policies of our members, as well as ensuring transparency of regional and bilateral trade agreements  settling disputes among our members regarding the interpretation and application of the agreements  building capacity of developing country government officials in international trade matters  assisting the process of accession of some 30 countries who are not yet members of the organization  conducting economic research and collecting and disseminating trade data in support of the WTO's other main activities  explaining to and educating the public about the WTO, its mission and its activities. The WTO's founding and guiding principles remain the pursuit of open borders, the guarantee of most-favoured-nation principle and non-discriminatory treatment by and among members, and a commitment to transparency in the conduct of its activities. The opening of national markets to international trade, with justifiable exceptions or with adequate flexibilities, will encourage and contribute to sustainable development, raise people's welfare, reduce poverty, and foster peace and stability. At the same time, such market opening must be accompanied by sound domestic and international policies that contribute to economic growth and development according to each member's needs and aspirations.",3900
UN Women,https://www.unwomen.org/en/about-us,200,"Breadcrumb Home About us UN Women is the global champion for gender equality, working to develop and uphold standards and create an environment in which every woman and girl can exercise her human rights and live up to her full potential. We are trusted partners for advocates and decision-makers from all walks of life, and a leader in the effort to achieve gender equality. About UN Women UN Women exists to advance women’s rights, gender equality, and the empowerment of all women and girls. As the lead UN entity on gender equality, we shift laws, institutions, social behaviours, and services to close the gender gap and build an equal world for all women and girls. Executive leadership UN Women’s Directorate consists of Executive Director Sima Bahous, Deputy Executive Director Kirsi Madi, and Deputy Executive Director Nyaradzayi Gumbonzvanda. Governance According to UN General Assembly resolution 64/289, which established UN Women, the organization is governed by a multi-tiered intergovernmental governance structure. Guiding documents Several international agreements guide the work of UN Women. Accountability at UN Women UN Women is committed to independent and objective internal oversight to improve the effectiveness and efficiency of its operations. Programme implementation UN Women implements programmes (and their component projects) at country, multi-country, and regional levels through implementing partners, which include government entities, non-governmental organizations (NGOs), UN agencies, non-UN intergovernmental organizations, and UN Women (direct implementation). UN Women issues calls for proposals to identify and choose, through a competitive process, suitable implementing partners. Careers at UN Women Join the United Nations Entity for Gender Equality and the Empowerment of Women (UN Women) and make an impact on gender equality. UN Women is now hiring expert practitioners for a number of assignments. Procurement at UN Women UN Women procures more than USD 176 million worth of services and goods each year to support its programme of work. UN Women is committed to promoting gender equality and the empowerment of women worldwide, while delivering green results, with an emphasis on transparency and effectiveness. Contact us UN Women has global offices in New York City, USA; Nairobi, Kenya; and Bonn, Germany, as well as a number of regional, country, multi-country, and liaison offices, through which we work worldwide, for all women and girls.",2493
International Telecommunication Union,https://www.itu.int/en/about/Pages/default.aspx,200,"About ITU Connecting the world and beyond عربي 中文 Español Français Русский Advanced Search ITU About ITU Media Centre Events Publications Statistics Action areas Regional Presence Careers General Secretariat Radiocommunication Standardization Development News Members' Zone Join ITU About The International Telecommunication Union (ITU) Rollup Image You are here ITU > Homepage > About ITU Share Page Content 19 ​​ITU is connecting the world. As the United Nations specialized agency for digital technologies, we are working towards harnessing innovation and connecting everyone to ensure a better future for all. ​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​ Page Content 20 Page Content Page Content 11 Page Content 12 Who we are Page Content 2 ITU is the United Nations specialized agency for digital technologies (ICTs). ​The Organization is made up of a membership of 194​ Member States and more than 1000 companies, universities and international and regional organizations. Headquartered in Geneva, Switzerland, and with regional offices on every continent, ITU is the oldest agency in the UN family – has been connecting people for over 160 years. What we do Page Content 3 ​ We facilitate international connectivity in communication networks. We allocate global radio spectrum and satellite orbits, develop the technical standards that ensure networks and technologies connect seamlessly, and work to improve access to digital technologies in underserved communities worldwide. ITU works to bring digital connectivity to everyone, providing a trusted, multilateral platform to broker international agreements and standards, share knowledge, build capacity, and work with members and partners to spread access to technology around the world.​​ Why we matter Page Content 4 Technology has become the backbone of modern life. Networks and devices everywhere rely on ITU's work. Every time we use a mobile phone, send an e-mail, access the Internet, watch TV or streaming services, take a plane, consult the weather forecast, or use satellite images to navigate or explore, we are relying on ITU's work. 2.2​​​​ billion people, largely in developing countries, remain unconnected. ITU works to close this digital divide through universal connectivity and sustainable digital transformation. ITU Management team ITU Member States from around the wor​ld elected the Organization's top five officials during the 21st Plenipotentiary Conference. Meet the team ​ 10 ways ITU connects the world Discover how ITU drives global connectivity, innovation, and digital cooperation to build a digital future for all. Download the card ​ 2025 year in review As the digital landscape evolves, ITU continues shaping the future for the good of everyone. Check out the highlights ITU Strategic Plan 2024-27 ITU Member States have set two clear strategic goals for ​the Union for 2024 to 2027: universal connectivity and sustainable digital transformation.​ Learn more ​​ V​isit by UN Secretary-General António Guterres for ITU Council 2024 ITU had the honour of welcoming UN Secretary-General António Guterres on 12 June 2024.​ Learn more ​​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ ​ Organizational entities ​ ​​ Radiocommunication ​ Standardization ​ Development ​​​​​ General Secretariat​​​​ ​ ​ Page Content 5 Page Content 17 Page Content 16 ​ ​Not a member yet? With 194​ Member States and over 1000 Sector Members, ITU is a powerhouse in the world of technology. Join ITU as a member to have a direct voice in the decisions impacting your business, organization, or economy. Learn more ITU history ITU's story is one of innovation. Established in 1865 to manage the first international telegraph networks, ITU has worked ceaselessly since then to connect the world. Over the years, the Union's mandate has expanded to cover the invention of voice telephony, the development of radiocommunications, the launch of the first communications satellites, and most recently, artificial intelligence and metaverse. Visit the History of ITU Portal ​ ​Data protection The protection of personal data has become increasingly crucial for intergovernmental organizations in general, the organizations of the United Nations system, and ITU in particular. Read more . ITU is committed to protecting the personal data it processes and respecting the right to privacy of individuals. ITU adopted its own Data Protection and Privacy Policy in 2023. For any questions or requests concerning the processing of your personal data by ITU, please contact here . ​​​​​​​​​​​​​​​​​ Page Content 9 Page Content 10 Page Content 18 Save language (?) Disclaimer & Feedback Follow us Twitter Facebook YouTube Flickr Linkedin Instagram Soundcloud Podcasts Spotify Spreaker TikTok © ITU All Rights Reserved Contact us Terms of Use Privacy notice Accessibility Report misconduct Back to top",4836
